node_id,long_name,short_name,display_name,latitude,longitude,altitude,location_name,position_source,position_precision,first_seen,last_seen,last_position_seen,last_mqtt_seen,last_map_seen,last_telemetry_seen,last_message_seen,sources_seen,packet_count,position_count,telemetry_count,message_count,last_packet_type,last_topic,hardware_model,role,firmware_version,region,modem_preset,channel_name,status,is_local,distance_from_home_miles
!e213a228,GTR A-MOBILE,GTRA,GTR A-MOBILE,21.4171648,-157.7320448,-8.0,"East Honolulu, Hawaii",MQTT JSON,,2026-06-30T21:20:28.854119,2026-06-30T23:19:32.772360,2026-06-30T23:19:32.772360,2026-06-30T23:19:32.772360,,,,"[""mqtt_json""]",84,80,0,0,position,msh/US/2/json/LongFast/!eb719922,HW_99,,,,,,Active,,
!3456aec7,WASMA Covington WA,WSMA,WASMA Covington WA,47.3694208,-122.0804608,146.0,"Covington, Washington",MQTT JSON,,2026-06-30T20:34:27.886493,2026-06-30T23:19:26.719772,2026-06-30T23:19:26.719772,2026-06-30T23:19:26.719772,2026-06-30T21:34:28.017316,,,"[""mqtt_map"", ""mqtt_json""]",112,108,0,0,position,msh/US/2/json/LongFast/!69842154,TLORA_V1_3,2,2.7.15.567b8ea,1,,,Active,,
!0404fc0c,KC3UXM_Route,fc0c,KC3UXM_Route,30.277632,-94.9223424,35.0,"Liberty County, Texas",MQTT JSON,,2026-06-29T23:00:31.135480,2026-06-30T23:19:20.213930,2026-06-30T21:09:17.877641,2026-06-30T23:19:20.213930,,2026-06-30T23:05:22.006599,2026-06-30T23:19:20.213930,"[""mqtt_json""]",389,145,25,11,text,msh/US/2/json/LongFast/!0404fc0c,HELTEC_V3,,,,,,Active,,
!a51b4283,,,!a51b4283,40.239104,-77.201408,148.0,"North Middleton Township, Pennsylvania",MQTT JSON,,2026-06-30T21:29:40.538446,2026-06-30T23:19:19.175076,2026-06-30T23:19:19.175076,2026-06-30T23:19:19.175076,,,,"[""mqtt_json""]",8,8,0,0,position,msh/US/2/json/LongFast/!435ac904,,,,,,,Active,,
!9eeccbac,pinkle,pink,pinkle,28.0439016,-80.6515836,-1.0,"West Melbourne, Florida",MQTT JSON,,2026-06-29T23:05:03.285552,2026-06-30T23:19:18.419026,2026-06-30T23:19:18.419026,2026-06-30T23:19:18.419026,2026-06-30T22:47:04.274074,,,"[""mqtt_json"", ""mqtt_raw"", ""mqtt_map""]",109,98,0,0,position,msh/US/2/json/POS/!9eeccbac,HELTEC_WIRELESS_TRACKER,,2.7.15.567b8ea,1,,,Active,,
!eb719922,Pi-zero-22dB alpha,9922,Pi-zero-22dB alpha,21.4171648,-157.7320448,-1.0,"East Honolulu, Hawaii",MQTT JSON,,2026-06-29T23:00:40.889833,2026-06-30T23:19:17.105196,2026-06-30T21:10:21.474109,2026-06-30T23:19:17.105196,,2026-06-30T23:17:31.838718,2026-06-30T23:05:50.019135,"[""mqtt_json"", ""mqtt_raw""]",1602,955,266,7,,msh/US/2/json/LongFast/!eb719922,PORTDUINO,,,,,,Active,,
!c55e6318,WA0YMH_SOLAR,YMHS,WA0YMH_SOLAR,33.0170368,-96.9015296,172.0,"Carrollton, Texas",MAP,,2026-06-30T22:19:15.185927,2026-06-30T23:19:15.437409,,2026-06-30T23:19:15.437409,2026-06-30T23:19:15.437409,,,"[""mqtt_map""]",2,0,0,0,mapreport,msh/US/2/map/,SENSECAP_INDICATOR,,2.7.15.567b8ea,1,,,Active,,
!a56bdfcd,,,!a56bdfcd,45.481984,-122.7620352,50.0,"Washington County, Oregon",MQTT JSON,,2026-06-29T22:58:54.610284,2026-06-30T23:19:11.124775,2026-06-30T23:18:12.624632,2026-06-30T23:19:11.124775,,2026-06-30T23:19:11.124775,,"[""mqtt_json"", ""mqtt_raw""]",1332,65,1197,0,telemetry,msh/US/2/json/MeshOregon/!a56bdfcd,,,,,,,Active,,
!b9499c6f,KC3UXM 9c6f,9c6f,KC3UXM 9c6f,30.277632,-94.9223424,32.0,"Liberty County, Texas",MQTT JSON,,2026-06-30T21:22:07.640554,2026-06-30T23:19:09.612551,2026-06-30T23:19:09.612551,2026-06-30T23:19:09.612551,,,,"[""mqtt_json""]",13,12,0,0,position,msh/US/2/json/LongFast/!0404fc0c,RAK3172,,,,,,Active,,
!433ae1b0,blind e1b0,e1b0,blind e1b0,38.7505438,-77.3705276,113.0,"Fairfax County, Virginia",MQTT JSON,,2026-06-29T22:58:09.405961,2026-06-30T23:19:01.760928,2026-06-30T23:12:36.548277,2026-06-30T23:19:01.760928,2026-06-30T22:53:08.816929,2026-06-30T23:19:01.760928,,"[""mqtt_json"", ""mqtt_raw"", ""mqtt_map""]",306,140,133,0,telemetry,msh/US/2/json/Crypto/!433ae1b0,HELTEC_V3,,2.6.11.60ec05e,1,,,Active,,
!75e9871c,Grim2,Grm2,Grim2,45.473939,-75.531627,100.0,"Ottawa, Ontario",MAP,,2026-06-30T16:46:52.867406,2026-06-30T23:19:00.678683,,2026-06-30T23:19:00.678683,2026-06-30T23:19:00.678683,,,"[""mqtt_map""]",194,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.5.11.8e2a3e5,1,,,Active,,
!849c3d30,🦝 Home,RACH,🦝 Home,41.0386432,-73.7542144,100.0,"Town/Village of Harrison, New York",MAP,,2026-06-30T16:46:33.294314,2026-06-30T23:18:54.021880,,2026-06-30T23:18:54.021880,2026-06-30T23:18:54.021880,,,"[""mqtt_map""]",196,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.6.4.b89355f,1,,,Active,,
!9e9d16e0,AB WiFi Home - Glendale Red Deer,ABWH,AB WiFi Home - Glendale Red Deer,52.2969088,-113.831936,875.0,"City of Red Deer, Alberta",MQTT JSON,,2026-06-29T22:58:24.322201,2026-06-30T23:18:52.444902,2026-06-30T23:18:52.444902,2026-06-30T23:18:52.444902,2026-06-30T22:54:52.537870,2026-06-30T22:58:45.574352,,"[""mqtt_json"", ""mqtt_raw"", ""mqtt_map""]",287,110,53,0,position,msh/US/2/json/LongFast/!9e9d16e0,HELTEC_V3,12,2.7.15.567b8ea,1,,,Active,,
!08104c38,Meshtastic 4c38,4c38,Meshtastic 4c38,42.4411136,-88.0017408,2.0,"Old Mill Creek, Illinois",MQTT JSON,,2026-06-29T23:01:14.904819,2026-06-30T23:18:35.485146,2026-06-30T23:18:35.485146,2026-06-30T23:18:35.485146,,,,"[""mqtt_json"", ""mqtt_raw""]",132,102,0,0,position,msh/US/2/json/LongFast/!08104c38,LILYGO_TBEAM_S3_CORE,,,,,,Active,,
!43b5b5f8,Wrenhaven Node,wren,Wrenhaven Node,41.8250752,-86.4681984,230.0,"Weesaw Township, Michigan",MQTT JSON,,2026-06-29T23:03:05.500674,2026-06-30T23:18:33.974069,2026-06-30T21:11:55.917057,2026-06-30T23:18:33.974069,,2026-06-30T23:18:33.974069,,"[""mqtt_json"", ""mqtt_raw""]",394,158,168,0,telemetry,msh/US/2/json/LewiNetTLM/!43b5b5f8,HELTEC_V3,,,,,,Active,,
!4358f87c,JSP-V3,JSPV,JSP-V3,29.19424,-81.9367936,30.0,"Marion County, Florida",MAP,,2026-06-30T16:48:06.268348,2026-06-30T23:18:32.410824,,2026-06-30T23:18:32.410824,2026-06-30T23:18:32.410824,,,"[""mqtt_map""]",61,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,1,2.5.20.4c97351,1,,,Active,,
!02ee6548,Nova's LoRa Lounge ✨,N0VA,Nova's LoRa Lounge ✨,29.9137621,-95.7171361,,"Harris County, Texas",MAP,,2026-06-30T16:48:20.379141,2026-06-30T23:18:27.642896,,2026-06-30T23:18:27.642896,2026-06-30T23:18:27.642896,,,"[""mqtt_map""]",76,0,0,0,mapreport,msh/US/2/map/,,,2.7.15.567b8ea,,,,Active,,
!698296f8,Meshtastic 96f8,96f8,Meshtastic 96f8,38.99392,-77.2931584,102.0,"Reston, Virginia",MAP,,2026-06-30T22:18:25.761117,2026-06-30T23:18:25.819432,,2026-06-30T23:18:25.819432,2026-06-30T23:18:25.819432,,,"[""mqtt_map""]",2,0,0,0,mapreport,msh/US/2/map/,HW_110,,2.7.15.567b8ea,1,,,Active,,
!b03dfbd0,CC-fbd0,CCd0,CC-fbd0,41.5629312,-90.6100736,235.0,"Davenport, Iowa",MAP,,2026-06-30T16:48:19.941913,2026-06-30T23:18:19.995397,,2026-06-30T23:18:19.995397,2026-06-30T23:18:19.995397,,,"[""mqtt_map""]",13,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.5.20.4c97351,1,,,Active,,
!a2ebb35c,KF8CXM,SBG2,KF8CXM,43.3127424,-83.4732032,229.0,"Vassar Township, Michigan",MQTT JSON,,2026-06-29T23:06:52.157441,2026-06-30T23:18:15.787845,2026-06-30T23:18:15.787845,2026-06-30T23:18:15.787845,,2026-06-30T23:17:09.157868,,"[""mqtt_json""]",209,126,32,0,position,msh/US/2/json/Primary/!a2ebb35c,STATION_G2,,,,,,Active,,
!3369d6a8,KC5CNT Base,RHa8,KC5CNT Base,38.9677056,-78.184448,185.0,"Warren County, Virginia",MAP,,2026-06-30T16:48:05.520740,2026-06-30T23:18:06.273148,,2026-06-30T23:18:06.273148,2026-06-30T23:18:06.273148,,,"[""mqtt_map""]",13,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,2,2.5.18.89ebafc,1,,,Active,,
!046b3685,SUDO-SEND,RS-2,SUDO-SEND,30.4545792,-87.2218624,30.0,"Escambia County, Florida",MQTT JSON,,2026-06-30T21:21:07.018442,2026-06-30T23:18:06.233495,2026-06-30T23:18:06.233495,2026-06-30T23:18:06.233495,2026-06-30T22:19:58.558804,,,"[""mqtt_json"", ""mqtt_map""]",15,12,0,0,position,msh/US/2/json/LongFast/!1ba3c324,HW_93,1,2.7.15.42e56ae92,1,,,Active,,
!43b6b1ec,TundraNode,Tund,TundraNode,41.8224933,-86.4751483,228.0,"Weesaw Township, Michigan",MQTT JSON,,2026-06-29T23:14:09.470957,2026-06-30T23:18:03.172270,2026-06-30T20:20:06.829127,2026-06-30T23:18:03.172270,,2026-06-30T23:18:03.172270,,"[""mqtt_json""]",105,29,63,0,telemetry,msh/US/2/json/LewiNetMesh/!43b6b1ec,HELTEC_V3,,,,,,Active,,
!433b0ea8,www.slovakia.travel 🇸🇰,👾,www.slovakia.travel 🇸🇰,40.5018,-105.0266,1502.0,"Fort Collins, Colorado",MAP,,2026-06-30T17:01:03.910558,2026-06-30T23:18:01.784059,,2026-06-30T23:18:01.784059,2026-06-30T23:18:01.784059,,,"[""mqtt_map""]",13,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.5.12.aa184e6,1,,,Active,,
!365fe43c,Wrenhaven Base,WREN,Wrenhaven Base,41.8250752,-86.4681984,204.0,"Weesaw Township, Michigan",MQTT JSON,,2026-06-30T21:20:55.790087,2026-06-30T23:17:58.079255,2026-06-30T23:17:58.079255,2026-06-30T23:17:58.079255,,,,"[""mqtt_json""]",12,11,0,0,position,msh/US/2/json/LongFast/!43b5b5f8,HW_95,,,,,,Active,,
!b03be1d0,KA1HCX-3,HCX3,KA1HCX-3,41.1435008,-73.2561408,,"Fairfield, Connecticut",MAP,,2026-06-30T16:47:56.184835,2026-06-30T23:17:56.222615,,2026-06-30T23:17:56.222615,2026-06-30T23:17:56.222615,,,"[""mqtt_map""]",13,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.5.20.4c97351,1,,,Active,,
!43b59164,,,!43b59164,34.209792,-85.2230144,214.0,"Floyd County, Georgia",MQTT JSON,,2026-06-30T23:17:55.074546,2026-06-30T23:17:55.074546,2026-06-30T23:17:55.074546,2026-06-30T23:17:55.074546,,,,"[""mqtt_json""]",1,1,0,0,position,msh/US/2/json/MediumFast/!69854c6c,,,,,,,Active,,
!9e9d9454,NPYC Base,NPYC,NPYC Base,42.5984,-82.8112896,178.0,"Harrison Township, Michigan",MQTT JSON,,2026-06-29T22:59:24.066678,2026-06-30T23:17:47.640618,2026-06-30T23:17:47.640618,2026-06-30T23:17:47.640618,,2026-06-30T23:17:22.390861,,"[""mqtt_json""]",391,247,84,0,position,msh/US/2/json/LongFast/!9e9d9454,HELTEC_V3,,,,,,Active,,
!d4b8113d,,,!d4b8113d,21.4106112,-157.7648128,37.0,"East Honolulu, Hawaii",MQTT JSON,,2026-06-30T23:17:45.998857,2026-06-30T23:17:45.998857,2026-06-30T23:17:45.998857,2026-06-30T23:17:45.998857,,,,"[""mqtt_json""]",1,1,0,0,position,msh/US/2/json/LongFast/!eb719922,,,,,,,Active,,
!9e755044,StoneCreek ,SC,StoneCreek ,39.1643136,-95.0534144,276.0,"Leavenworth County, Kansas",MAP,,2026-06-30T22:17:40.831433,2026-06-30T23:17:40.871323,,2026-06-30T23:17:40.871323,2026-06-30T23:17:40.871323,,,"[""mqtt_map""]",2,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.7.15.567b8ea,1,,,Active,,
!6910bf9c,Trekk11_ WBase,TK11,Trekk11_ WBase,,,,,,,2026-06-29T23:02:34.764495,2026-06-30T23:17:40.475633,,2026-06-30T23:17:40.475633,,,,"[""mqtt_json""]",30,0,0,0,traceroute,msh/US/2/json/SJMesh/!6910bf9c,HW_81,,,,,,Active,,
!9e768784,KA3ESS-1,ESS1,KA3ESS-1,40.3505152,-75.2943104,384.0,"Hilltown Township, Pennsylvania",MAP,,2026-06-30T22:17:31.564813,2026-06-30T23:17:31.609618,,2026-06-30T23:17:31.609618,2026-06-30T23:17:31.609618,,,"[""mqtt_map""]",2,0,0,0,mapreport,msh/US/2/map/,HELTEC_V3,,2.7.15.567b8ea,1,,,Active,,
!75f1824c,Shizu base (MQTT Up),SBSE,Shizu base (MQTT Up),40.0216064,-82.876416,245.0,"Gahanna, Ohio",MAP,,2026-06-30T16:47:28.881998,2026-06-30T23:17:29.315835,,2026-06-30T23:17:29.315835,2026-06-30T23:17:29.315835,,,"[""mqtt_map""]",60,0,0,0,mapreport,msh/US/2/map/,TLORA_V2_1_1P8,,2.5.4.8d288d5,1,,,Active,,
!237a3bf8,Headless IL-NNE,F8,Headless IL-NNE,42.4411136,-87.8444544,176.0,"Zion, Illinois",MAP,,2026-06-30T16:48:34.962575,2026-06-30T23:17:22.548199,,2026-06-30T23:17:22.548199,2026-06-30T23:17:22.548199,,,"[""mqtt_map""]",4,0,0,0,mapreport,msh/US/2/map/,TLORA_V1_3,,2.7.26.54e0d8d,1,,,Active,,
!d9a1fefc,Piscataway,pway,Piscataway,40.5536768,-74.4226816,,"South Plainfield, New Jersey",MQTT JSON,,2026-06-30T16:58:55.239024,2026-06-30T23:17:15.748959,2026-06-30T23:17:15.640003,2026-06-30T23:17:15.748959,2026-06-30T23:17:15.748959,,,"[""mqtt_map"", ""mqtt_json""]",7,2,0,0,mapreport,msh/US/2/map/,TLORA_V1_3,,2.7.25.51f56cc,1,,,Active,,
!db2b2e90,Meshtastic 2e90,2e90,Meshtastic 2e90,35.4418688,-81.1597824,192.0,"Lincoln County, North Carolina",MQTT JSON,,2026-06-30T21:22:57.112910,2026-06-30T23:17:05.796443,2026-06-30T23:17:05.796443,2026-06-30T23:17:05.796443,,,,"[""mqtt_json""]",36,35,0,0,position,msh/US/2/json/LongFast/!da547958,HELTEC_V3,,,,,,Active,,
!435ba294,Meshtastic a294,a294,Meshtastic a294,30.4873472,-87.16288,32.0,"Pensacola, Florida",MQTT JSON,,2026-06-30T21:21:26.691611,2026-06-30T23:17:05.757313,2026-06-30T23:17:05.757313,2026-06-30T23:17:05.757313,,,,"[""mqtt_json""]",16,15,0,0,position,msh/US/2/json/LongFast/!1ba3c324,HELTEC_V1,,,,,,Active,,
!849c39fc,Dmheltecv3,Dmhe,Dmheltecv3,33.3709312,-111.9617024,201.0,"Guadalupe, Arizona",MQTT JSON,,2026-06-30T21:23:09.575658,2026-06-30T23:17:05.417869,2026-06-30T23:17:05.417869,2026-06-30T23:17:05.417869,,,,"[""mqtt_json""]",38,37,0,0,position,msh/US/2/json/LongFast/!0ac9d69c,HELTEC_V3,,,,,,Active,,
!2370df4a,BN 0ba0,0ba0,BN 0ba0,33.8624512,-84.0892416,271.0,"Gwinnett County, Georgia",MAP,,2026-06-30T20:16:53.232337,2026-06-30T23:16:53.886389,,2026-06-30T23:16:53.886389,2026-06-30T23:16:53.886389,,,"[""mqtt_map""]",3,0,0,0,mapreport,msh/US/2/map/,HW_110,,2.7.24.472b14c,1,,,Active,,
!087a6f5c,K0MVB Goodland MQTT Gateway,MQTT,K0MVB Goodland MQTT Gateway,40.1866752,-104.8313856,1471.0,"Weld County, Colorado",MQTT JSON,,2026-06-29T22:58:16.964433,2026-06-30T23:16:48.886981,2026-06-30T08:19:52.863600,2026-06-30T23:16:48.886981,,2026-06-30T21:58:23.870997,,"[""mqtt_json""]",98,3,60,0,nodeinfo,msh/US/2/json/LongFast/!087a6f5c,LILYGO_TBEAM_S3_CORE,,,,,,Active,,
!eaeac534,,,!eaeac534,27.5630843,-80.4040931,25.0,"Indian River County, Florida",MQTT JSON,,2026-06-30T21:21:57.248975,2026-06-30T23:16:39.576410,2026-06-30T23:16:39.576410,2026-06-30T23:16:39.576410,,,,"[""mqtt_json""]",8,8,0,0,position,msh/US/2/json/MediumFast/!49b54578,,,,,,,Active,,
!6982bfbc,Meshtastic Willow,Wllw,Meshtastic Willow,37.289984,-121.8838528,45.0,"San Jose, California",MAP,,2026-06-30T20:16:39.286355,2026-06-30T23:16:39.398017,,2026-06-30T23:16:39.398017,2026-06-30T23:16:39.398017,,,"[""mqtt_map""]",3,0,0,0,mapreport,msh/US/2/map/,HW_110,,2.7.15.567b8ea,1,,,Active,,
!db5289b4,Rednoc Base 1,RNB1,Rednoc Base 1,40.561545,-111.9844066,1441.0,"South Jordan, Utah",MQTT JSON,,2026-06-29T23:19:08.283709,2026-06-30T23:16:30.599883,2026-06-30T20:46:22.907752,2026-06-30T23:16:30.599883,2026-06-30T23:16:30.599883,,2026-06-30T09:15:03.536739,"[""mqtt_json"", ""mqtt_map""]",90,14,0,1,mapreport,msh/US/2/map/,HELTEC_V3,12,2.7.15.567b8ea,1,,,Active,,
!a6965530,,,!a6965530,25.7769998,-80.1888193,109.0,"Miami, Florida",MQTT JSON,,2026-06-30T23:16:29.437450,2026-06-30T23:16:29.437450,2026-06-30T23:16:29.437450,2026-06-30T23:16:29.437450,,,,"[""mqtt_json""]",1,1,0,0,position,msh/US/2/json/MediumFast/!49b54578,,,,,,,Active,,
!efc14fd4,,,!efc14fd4,55.3598675,-131.6881406,70.0,"Ketchikan, Alaska",MQTT JSON,,2026-06-30T21:37:10.731032,2026-06-30T23:16:11.187116,2026-06-30T23:16:11.187116,2026-06-30T23:16:11.187116,,,,"[""mqtt_json""]",11,11,0,0,position,msh/US/2/json/CHICKAWOOG/!0acb4c1c,,,,,,,Active,,
!b2a73354,SDT 3354,3354,SDT 3354,40.7437312,-73.9311616,15.0,"New York, New York",MQTT JSON,,2026-06-29T23:00:27.862001,2026-06-30T23:15:44.010171,2026-06-30T21:12:30.142679,2026-06-30T23:15:44.010171,2026-06-30T23:15:44.010171,2026-06-30T23:07:21.627815,2026-06-30T23:12:59.381973,"[""mqtt_json"", ""mqtt_raw"", ""mqtt_map""]",725,160,155,89,mapreport,msh/US/2/map/,HW_110,,2.7.22.96dd647,1,,,Active,,
!0e56a194,Meshtastic 777,777,Meshtastic 777,53.870592,-110.6509824,467.0,"County of St. Paul, Alberta",MQTT JSON,,2026-06-30T21:28:10.590277,2026-06-30T23:15:28.430042,2026-06-30T23:02:47.567035,2026-06-30T23:15:28.430042,,,,"[""mqtt_json""]",12,11,0,0,nodeinfo,msh/US/2/json/LongFast/!da5490b4,TBEAM,,,,,,Active,,
!b76ead71,,,!b76ead71,39.190528,-77.7781248,,"Loudoun County, Virginia",MQTT JSON,,2026-06-30T23:15:27.234839,2026-06-30T23:15:27.234839,2026-06-30T23:15:27.234839,2026-06-30T23:15:27.234839,,,,"[""mqtt_json""]",1,1,0,0,position,msh/US/2/json/LongFast/!435ac904,,,,,,,Active,,
!224abb60,KW1FOX,FOX1,KW1FOX,43.1751168,-71.5390976,20.0,"Concord, New Hampshire",MQTT JSON,,2026-06-29T23:03:32.369999,2026-06-30T23:15:24.599074,2026-06-30T23:15:24.599074,2026-06-30T23:15:24.599074,,,,"[""mqtt_json""]",153,137,0,0,position,msh/US/2/json/LongFast/!224abb60,PORTDUINO,,,,,,Active,,
!1ba28094,KC3UXM 8094,8094,KC3UXM 8094,30.277632,-94.9223424,35.0,"Liberty County, Texas",MQTT JSON,,2026-06-30T16:56:11.550929,2026-06-30T23:15:21.210937,2026-06-30T23:15:21.210937,2026-06-30T23:15:21.210937,2026-06-30T22:56:11.591901,,,"[""mqtt_map"", ""mqtt_json""]",17,13,0,0,position,msh/US/2/json/LongFast/!0404fc0c,HW_110,,2.7.15.567b8ea,1,,,Active,,
!b2a710c4,🫐MemberBerry (sjmesh.net),🫐,🫐MemberBerry (sjmesh.net),39.641088,-74.8044288,32.0,"Hammonton, New Jersey",MQTT JSON,,2026-06-29T23:04:08.622304,2026-06-30T23:15:15.233655,2026-06-30T23:14:48.981619,2026-06-30T23:15:15.233655,,2026-06-30T23:15:15.233655,,"[""mqtt_json"", ""mqtt_raw""]",400,180,87,0,telemetry,msh/US/2/json/LongFast/!b2a710c4,HW_110,,,,,,Active,,
!0ac9d69c,Meshtastic d69c,d69c,Meshtastic d69c,33.35185,-111.943127,480.0,"Tempe, Arizona",MQTT JSON,,2026-06-29T22:59:02.855860,2026-06-30T23:15:13.998946,2026-06-30T22:58:02.164888,2026-06-30T23:15:13.998946,,2026-06-30T21:47:17.287427,,"[""mqtt_json"", ""mqtt_raw""]",696,522,24,0,nodeinfo,msh/US/2/json/LongFast/!0ac9d69c,HW_110,,,,,,Active,,
!a2ebd2fc,RHIst,RHI,RHIst,45.4593811,-77.2112595,75.0,"Bonnechere Valley, Ontario",MAP,,2026-06-30T16:58:09.501008,2026-06-30T23:15:08.340619,,2026-06-30T23:15:08.340619,2026-06-30T23:15:08.340619,,,"[""mqtt_map""]",4,0,0,0,mapreport,msh/US/2/map/,STATION_G2,,2.6.4.b89355f,1,,,Active,,
!9e768068,GND3 BASE,GND3,GND3 BASE,35.6367718,-78.6812191,96.0,"Wake County, North Carolina",MQTT JSON,,2026-06-29T22:59:12.776321,2026-06-30T23:15:03.553269,2026-06-30T23:15:03.553269,2026-06-30T23:15:03.553269,,,,"[""mqtt_json"", ""mqtt_raw""]",229,195,0,0,position,msh/US/2/json/LongFast/!9e768068,HELTEC_V3,,,,,,Active,,
!2c723e10,,,!2c723e10,40.0293888,-76.3101184,116.0,"Lancaster, Pennsylvania",MQTT JSON,,2026-06-30T23:14:59.594029,2026-06-30T23:14:59.594029,2026-06-30T23:14:59.594029,2026-06-30T23:14:59.594029,,,,"[""mqtt_json""]",1,1,0,0,position,msh/US/2/json/LongFast/!435ac904,,,,,,,Active,,
!32c7ba5a,Elab router pi4-30dB ba5a,ba5a,Elab router pi4-30dB ba5a,20.0343552,-155.6938752,,"Hawaiʻi County, Hawaii",MAP,,2026-06-30T20:14:53.779743,2026-06-30T23:14:53.762819,,2026-06-30T23:14:53.762819,2026-06-30T23:14:53.762819,,,"[""mqtt_map""]",3,0,0,0,mapreport,msh/US/2/map/,PORTDUINO,2,2.6.4,1,,,Active,,
